No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,pm25_24h,aqi_class,hour_sin,hour_cos,dow,is_weekend,PM10_lag1,SO2_lag1,NO2_lag1,CO_lag1,O3_lag1,TEMP_lag1,PRES_lag1,DEWP_lag1,RAIN_lag1,WSPM_lag1,PM10_lag3,SO2_lag3,NO2_lag3,CO_lag3,O3_lag3,TEMP_lag3,PRES_lag3,DEWP_lag3,RAIN_lag3,WSPM_lag3,PM10_lag24,SO2_lag24,NO2_lag24,CO_lag24,O3_lag24,TEMP_lag24,PRES_lag24,DEWP_lag24,RAIN_lag24,WSPM_lag24
59,2013,3,3,10,94.0,122.0,116.0,90.0,1800.0,9.0,6.5,1014.9,-13.2,0.0,N,1.3,Aotizhongxin,2013-03-03 10:00:00,71.25,Unhealthy,0.49999999999999994,-0.8660254037844387,6,1,119.0,135.0,90.0,2600.0,3.0,3.5,1015.8,-13.8,0.0,0.4,116.0,83.0,91.0,2000.0,2.0,-3.1,1016.5,-11.1,0.0,1.5,19.0,36.0,60.0,600.0,34.0,1.7,1028.9,-16.3,0.0,1.6
60,2013,3,3,11,96.0,117.0,89.0,93.0,1600.0,14.0,11.4,1013.8,-10.8,0.0,ESE,0.9,Aotizhongxin,2013-03-03 11:00:00,74.5,Unhealthy,0.258819045102521,-0.9659258262890682,6,1,122.0,116.0,90.0,1800.0,9.0,6.5,1014.9,-13.2,0.0,1.3,110.0,123.0,90.0,2299.0,2.0,0.7,1016.2,-13.0,0.0,2.3,29.0,36.0,70.0,800.0,27.0,2.2,1028.2,-16.8,0.0,3.1
61,2013,3,3,12,91.0,108.0,77.0,99.0,1600.0,14.0,13.8,1012.5,-13.3,0.0,W,1.1,Aotizhongxin,2013-03-03 12:00:00,77.20833333333333,Unhealthy,1.2246467991473532e-16,-1.0,6,1,117.0,89.0,93.0,1600.0,14.0,11.4,1013.8,-10.8,0.0,0.9,119.0,135.0,90.0,2600.0,3.0,3.5,1015.8,-13.8,0.0,0.4,30.0,25.0,76.0,900.0,22.0,2.7,1027.3,-16.4,0.0,2.7
62,2013,3,3,13,98.0,134.0,50.0,81.0,1200.0,33.0,16.0,1011.5,-13.5,0.0,W,5.9,Aotizhongxin,2013-03-03 13:00:00,80.25,Unhealthy,-0.2588190451025208,-0.9659258262890683,6,1,108.0,77.0,99.0,1600.0,14.0,13.8,1012.5,-13.3,0.0,1.1,122.0,116.0,90.0,1800.0,9.0,6.5,1014.9,-13.2,0.0,1.3,33.0,20.0,57.0,700.0,39.0,3.3,1025.7,-16.4,0.0,1.5
63,2013,3,3,14,72.0,106.0,31.0,57.0,900.0,51.0,16.7,1010.8,-14.0,0.0,WNW,4.3,Aotizhongxin,2013-03-03 14:00:00,82.16666666666667,Unhealthy,-0.4999999999999997,-0.8660254037844388,6,1,134.0,50.0,81.0,1200.0,33.0,16.0,1011.5,-13.5,0.0,5.9,117.0,89.0,93.0,1600.0,14.0,11.4,1013.8,-10.8,0.0,0.9,35.0,22.0,54.0,700.0,43.0,3.8,1024.8,-16.0,0.0,1.3
64,2013,3,3,15,48.0,114.0,14.0,17.0,500.0,77.0,16.9,1010.5,-12.7,0.0,WNW,2.0,Aotizhongxin,2013-03-03 15:00:00,82.625,Unhealthy,-0.7071067811865471,-0.7071067811865479,6,1,106.0,31.0,57.0,900.0,51.0,16.7,1010.8,-14.0,0.0,4.3,108.0,77.0,99.0,1600.0,14.0,13.8,1012.5,-13.3,0.0,1.1,40.0,24.0,55.0,700.0,44.0,3.9,1024.1,-16.5,0.0,1.2
65,2013,3,3,16,28.0,100.0,12.0,17.0,400.0,77.0,16.4,1010.6,-15.4,0.0,NW,2.9,Aotizhongxin,2013-03-03 16:00:00,82.25,Unhealthy,-0.8660254037844385,-0.5000000000000004,6,1,114.0,14.0,17.0,500.0,77.0,16.9,1010.5,-12.7,0.0,2.0,134.0,50.0,81.0,1200.0,33.0,16.0,1011.5,-13.5,0.0,5.9,46.0,29.0,63.0,1000.0,38.0,3.5,1023.6,-15.2,0.0,2.5
66,2013,3,3,17,26.0,103.0,9.0,19.0,400.0,73.0,13.1,1011.1,-10.1,0.0,WSW,1.7,Aotizhongxin,2013-03-03 17:00:00,81.5,Unhealthy,-0.9659258262890683,-0.25881904510252063,6,1,100.0,12.0,17.0,400.0,77.0,16.4,1010.6,-15.4,0.0,2.9,106.0,31.0,57.0,900.0,51.0,16.7,1010.8,-14.0,0.0,4.3,58.0,45.0,77.0,1200.0,30.0,2.2,1023.4,-13.6,0.0,0.4
67,2013,3,3,18,24.0,82.0,8.0,27.0,500.0,66.0,8.7,1012.3,-11.3,0.0,NW,1.6,Aotizhongxin,2013-03-03 18:00:00,80.25,Unhealthy,-1.0,-1.8369701987210297e-16,6,1,103.0,9.0,19.0,400.0,73.0,13.1,1011.1,-10.1,0.0,1.7,114.0,14.0,17.0,500.0,77.0,16.9,1010.5,-12.7,0.0,2.0,79.0,50.0,80.0,1100.0,24.0,1.2,1023.2,-12.3,0.0,0.9
68,2013,3,3,19,19.0,71.0,26.0,98.0,1300.0,11.0,12.2,1013.4,-13.7,0.0,NNW,2.0,Aotizhongxin,2013-03-03 19:00:00,78.5,Unhealthy,-0.9659258262890684,0.2588190451025203,6,1,82.0,8.0,27.0,500.0,66.0,8.7,1012.3,-11.3,0.0,1.6,100.0,12.0,17.0,400.0,77.0,16.4,1010.6,-15.4,0.0,2.9,86.0,50.0,97.0,1300.0,10.0,1.5,1022.9,-13.8,0.0,1.2
69,2013,3,3,20,60.0,175.0,64.0,135.0,2000.0,4.0,11.7,1013.5,-12.6,0.0,N,0.9,Aotizhongxin,2013-03-03 20:00:00,78.20833333333333,Unhealthy,-0.8660254037844386,0.5000000000000001,6,1,71.0,26.0,98.0,1300.0,11.0,12.2,1013.4,-13.7,0.0,2.0,103.0,9.0,19.0,400.0,73.0,13.1,1011.1,-10.1,0.0,1.7,96.0,54.0,108.0,1399.0,2.0,1.2,1022.9,-14.1,0.0,1.2
70,2013,3,3,21,117.0,181.0,28.0,100.0,1100.0,5.0,5.3,1013.6,-10.9,0.0,N,0.0,Aotizhongxin,2013-03-03 21:00:00,80.0,Unhealthy,-0.7071067811865477,0.7071067811865474,6,1,175.0,64.0,135.0,2000.0,4.0,11.7,1013.5,-12.6,0.0,0.9,82.0,8.0,27.0,500.0,66.0,8.7,1012.3,-11.3,0.0,1.6,103.0,72.0,107.0,1399.0,2.0,0.6,1022.6,-14.2,0.0,1.3
71,2013,3,3,22,54.0,105.0,28.0,90.0,1200.0,2.0,3.1,1014.1,-10.2,0.0,NNE,1.8,Aotizhongxin,2013-03-03 22:00:00,78.875,Unhealthy,-0.5000000000000004,0.8660254037844384,6,1,181.0,28.0,100.0,1100.0,5.0,5.3,1013.6,-10.9,0.0,0.0,71.0,26.0,98.0,1300.0,11.0,12.2,1013.4,-13.7,0.0,2.0,113.0,84.0,110.0,1500.0,3.0,-0.6,1022.3,-13.9,0.0,1.4
72,2013,3,3,23,46.0,94.0,29.0,84.0,1200.0,2.0,5.2,1014.8,-10.6,0.0,NNW,1.7,Aotizhongxin,2013-03-03 23:00:00,76.91666666666667,Unhealthy,-0.25881904510252157,0.9659258262890681,6,1,105.0,28.0,90.0,1200.0,2.0,3.1,1014.1,-10.2,0.0,1.8,175.0,64.0,135.0,2000.0,4.0,11.7,1013.5,-12.6,0.0,0.9,120.0,87.0,107.0,1700.0,2.0,-0.8,1021.1,-13.4,0.0,1.3
73,2013,3,4,0,42.0,83.0,51.0,86.0,1300.0,4.0,7.7,1015.7,-11.1,0.0,N,2.6,Aotizhongxin,2013-03-04 00:00:00,74.0,Unhealthy,0.0,1.0,0,0,94.0,29.0,84.0,1200.0,2.0,5.2,1014.8,-10.6,0.0,1.7,181.0,28.0,100.0,1100.0,5.0,5.3,1013.6,-10.9,0.0,0.0,130.0,73.0,100.0,1899.0,2.0,-1.4,1020.4,-13.0,0.0,1.2
74,2013,3,4,1,49.0,80.0,39.0,64.0,1000.0,25.0,8.2,1016.7,-11.7,0.0,N,2.8,Aotizhongxin,2013-03-04 01:00:00,71.5,Unhealthy,0.25881904510252074,0.9659258262890683,0,0,83.0,51.0,86.0,1300.0,4.0,7.7,1015.7,-11.1,0.0,2.6,105.0,28.0,90.0,1200.0,2.0,3.1,1014.1,-10.2,0.0,1.8,132.0,80.0,101.0,2200.0,2.0,-2.0,1019.4,-13.2,0.0,1.2
75,2013,3,4,2,34.0,62.0,,14.0,300.0,68.0,8.1,1016.7,-11.8,0.0,N,4.3,Aotizhongxin,2013-03-04 02:00:00,68.33333333333333,Unhealthy,0.49999999999999994,0.8660254037844387,0,0,80.0,39.0,64.0,1000.0,25.0,8.2,1016.7,-11.7,0.0,2.8,94.0,29.0,84.0,1200.0,2.0,5.2,1014.8,-10.6,0.0,1.7,132.0,98.0,99.0,2399.0,2.0,-2.8,1018.3,-12.3,0.0,1.4
76,2013,3,4,3,12.0,34.0,6.0,12.0,,77.0,7.2,1016.9,-11.6,0.0,N,2.8,Aotizhongxin,2013-03-04 03:00:00,64.45833333333333,Unhealthy,0.7071067811865476,0.7071067811865476,0,0,62.0,,14.0,300.0,68.0,8.1,1016.7,-11.8,0.0,4.3,83.0,51.0,86.0,1300.0,4.0,7.7,1015.7,-11.1,0.0,2.6,129.0,88.0,100.0,2500.0,2.0,-2.6,1017.2,-13.2,0.0,1.2
77,2013,3,4,4,7.0,18.0,14.0,,400.0,42.0,6.0,1018.0,-11.6,0.0,NNW,1.0,Aotizhongxin,2013-03-04 04:00:00,60.333333333333336,Unhealthy,0.8660254037844386,0.5000000000000001,0,0,34.0,6.0,12.0,,77.0,7.2,1016.9,-11.6,0.0,2.8,80.0,39.0,64.0,1000.0,25.0,8.2,1016.7,-11.7,0.0,2.8,136.0,79.0,92.0,2799.0,2.0,-4.3,1016.9,-11.8,0.0,0.9
78,2013,3,4,5,10.0,24.0,18.0,45.0,400.0,40.0,2.7,1018.6,-10.9,0.0,SSE,0.5,Aotizhongxin,2013-03-04 05:00:00,56.541666666666664,Unhealthy,0.9659258262890683,0.25881904510252074,0,0,18.0,14.0,,400.0,42.0,6.0,1018.0,-11.6,0.0,1.0,62.0,,14.0,300.0,68.0,8.1,1016.7,-11.8,0.0,4.3,135.0,64.0,87.0,2399.0,2.0,-5.6,1016.3,-10.9,0.0,0.8
79,2013,3,4,6,13.0,32.0,24.0,65.0,500.0,22.0,3.8,1018.9,-11.4,0.0,N,2.3,Aotizhongxin,2013-03-04 06:00:00,53.291666666666664,Unhealthy_for_Sensitive_Groups,1.0,6.123233995736766e-17,0,0,24.0,18.0,45.0,400.0,40.0,2.7,1018.6,-10.9,0.0,0.5,34.0,6.0,12.0,,77.0,7.2,1016.9,-11.6,0.0,2.8,142.0,67.0,87.0,2100.0,2.0,-5.8,1016.2,-11.0,0.0,0.8
80,2013,3,4,7,14.0,36.0,30.0,70.0,600.0,17.0,6.5,1019.7,-10.7,0.0,N,2.3,Aotizhongxin,2013-03-04 07:00:00,50.583333333333336,Unhealthy_for_Sensitive_Groups,0.9659258262890683,-0.25881904510252063,0,0,32.0,24.0,65.0,500.0,22.0,3.8,1018.9,-11.4,0.0,2.3,18.0,14.0,,400.0,42.0,6.0,1018.0,-11.6,0.0,1.0,116.0,83.0,91.0,2000.0,2.0,-3.1,1016.5,-11.1,0.0,1.5
81,2013,3,4,8,13.0,35.0,38.0,70.0,700.0,21.0,9.0,1020.7,-12.2,0.0,NE,3.1,Aotizhongxin,2013-03-04 08:00:00,47.916666666666664,Unhealthy_for_Sensitive_Groups,0.8660254037844387,-0.4999999999999998,0,0,36.0,30.0,70.0,600.0,17.0,6.5,1019.7,-10.7,0.0,2.3,24.0,18.0,45.0,400.0,40.0,2.7,1018.6,-10.9,0.0,0.5,110.0,123.0,90.0,2299.0,2.0,0.7,1016.2,-13.0,0.0,2.3
82,2013,3,4,9,15.0,32.0,26.0,36.0,500.0,52.0,10.6,1020.8,-12.1,0.0,NNE,1.3,Aotizhongxin,2013-03-04 09:00:00,45.083333333333336,Unhealthy_for_Sensitive_Groups,0.7071067811865476,-0.7071067811865475,0,0,35.0,38.0,70.0,700.0,21.0,9.0,1020.7,-12.2,0.0,3.1,32.0,24.0,65.0,500.0,22.0,3.8,1018.9,-11.4,0.0,2.3,119.0,135.0,90.0,2600.0,3.0,3.5,1015.8,-13.8,0.0,0.4
83,2013,3,4,10,16.0,24.0,22.0,36.0,600.0,57.0,11.9,1020.4,-12.4,0.0,NE,2.1,Aotizhongxin,2013-03-04 10:00:00,41.833333333333336,Unhealthy_for_Sensitive_Groups,0.49999999999999994,-0.8660254037844387,0,0,32.0,26.0,36.0,500.0,52.0,10.6,1020.8,-12.1,0.0,1.3,36.0,30.0,70.0,600.0,17.0,6.5,1019.7,-10.7,0.0,2.3,122.0,116.0,90.0,1800.0,9.0,6.5,1014.9,-13.2,0.0,1.3
84,2013,3,4,11,18.0,33.0,18.0,27.0,400.0,68.0,13.1,1020.0,-13.0,0.0,NE,3.0,Aotizhongxin,2013-03-04 11:00:00,38.583333333333336,Unhealthy_for_Sensitive_Groups,0.258819045102521,-0.9659258262890682,0,0,24.0,22.0,36.0,600.0,57.0,11.9,1020.4,-12.4,0.0,2.1,35.0,38.0,70.0,700.0,21.0,9.0,1020.7,-12.2,0.0,3.1,117.0,89.0,93.0,1600.0,14.0,11.4,1013.8,-10.8,0.0,0.9
85,2013,3,4,12,13.0,28.0,12.0,14.0,400.0,77.0,14.2,1018.9,-13.9,0.0,N,2.7,Aotizhongxin,2013-03-04 12:00:00,35.333333333333336,Moderate,1.2246467991473532e-16,-1.0,0,0,33.0,18.0,27.0,400.0,68.0,13.1,1020.0,-13.0,0.0,3.0,32.0,26.0,36.0,500.0,52.0,10.6,1020.8,-12.1,0.0,1.3,108.0,77.0,99.0,1600.0,14.0,13.8,1012.5,-13.3,0.0,1.1
86,2013,3,4,13,3.0,12.0,7.0,12.0,300.0,82.0,15.3,1017.8,-13.0,0.0,S,2.0,Aotizhongxin,2013-03-04 13:00:00,31.375,Moderate,-0.2588190451025208,-0.9659258262890683,0,0,28.0,12.0,14.0,400.0,77.0,14.2,1018.9,-13.9,0.0,2.7,24.0,22.0,36.0,600.0,57.0,11.9,1020.4,-12.4,0.0,2.1,134.0,50.0,81.0,1200.0,33.0,16.0,1011.5,-13.5,0.0,5.9
87,2013,3,4,14,3.0,10.0,8.0,13.0,400.0,84.0,15.2,1017.0,-13.1,0.0,SW,0.7,Aotizhongxin,2013-03-04 14:00:00,28.5,Moderate,-0.4999999999999997,-0.8660254037844388,0,0,12.0,7.0,12.0,300.0,82.0,15.3,1017.8,-13.0,0.0,2.0,33.0,18.0,27.0,400.0,68.0,13.1,1020.0,-13.0,0.0,3.0,106.0,31.0,57.0,900.0,51.0,16.7,1010.8,-14.0,0.0,4.3
88,2013,3,4,15,10.0,13.0,9.0,15.0,400.0,84.0,15.3,1016.3,-13.0,0.0,SSW,2.4,Aotizhongxin,2013-03-04 15:00:00,26.916666666666668,Moderate,-0.7071067811865471,-0.7071067811865479,0,0,10.0,8.0,13.0,400.0,84.0,15.2,1017.0,-13.1,0.0,0.7,28.0,12.0,14.0,400.0,77.0,14.2,1018.9,-13.9,0.0,2.7,114.0,14.0,17.0,500.0,77.0,16.9,1010.5,-12.7,0.0,2.0
89,2013,3,4,16,14.0,20.0,10.0,34.0,500.0,70.0,14.5,1015.7,-13.7,0.0,S,2.6,Aotizhongxin,2013-03-04 16:00:00,26.333333333333332,Moderate,-0.8660254037844385,-0.5000000000000004,0,0,13.0,9.0,15.0,400.0,84.0,15.3,1016.3,-13.0,0.0,2.4,12.0,7.0,12.0,300.0,82.0,15.3,1017.8,-13.0,0.0,2.0,100.0,12.0,17.0,400.0,77.0,16.4,1010.6,-15.4,0.0,2.9
90,2013,3,4,17,20.0,33.0,14.0,40.0,500.0,78.0,12.7,1015.9,-11.8,0.0,SW,2.6,Aotizhongxin,2013-03-04 17:00:00,26.083333333333332,Moderate,-0.9659258262890683,-0.25881904510252063,0,0,20.0,10.0,34.0,500.0,70.0,14.5,1015.7,-13.7,0.0,2.6,10.0,8.0,13.0,400.0,84.0,15.2,1017.0,-13.1,0.0,0.7,103.0,9.0,19.0,400.0,73.0,13.1,1011.1,-10.1,0.0,1.7
91,2013,3,4,18,25.0,44.0,13.0,43.0,600.0,75.0,11.6,1016.5,-11.3,0.0,SSW,3.4,Aotizhongxin,2013-03-04 18:00:00,26.125,Moderate,-1.0,-1.8369701987210297e-16,0,0,33.0,14.0,40.0,500.0,78.0,12.7,1015.9,-11.8,0.0,2.6,13.0,9.0,15.0,400.0,84.0,15.3,1016.3,-13.0,0.0,2.4,82.0,8.0,27.0,500.0,66.0,8.7,1012.3,-11.3,0.0,1.6
92,2013,3,4,19,31.0,63.0,17.0,61.0,700.0,53.0,10.9,1016.6,-10.6,0.0,SW,3.5,Aotizhongxin,2013-03-04 19:00:00,26.625,Moderate,-0.9659258262890684,0.2588190451025203,0,0,44.0,13.0,43.0,600.0,75.0,11.6,1016.5,-11.3,0.0,3.4,20.0,10.0,34.0,500.0,70.0,14.5,1015.7,-13.7,0.0,2.6,71.0,26.0,98.0,1300.0,11.0,12.2,1013.4,-13.7,0.0,2.0
93,2013,3,4,20,34.0,84.0,18.0,76.0,800.0,40.0,9.9,1016.9,-10.3,0.0,SSW,3.1,Aotizhongxin,2013-03-04 20:00:00,25.541666666666668,Moderate,-0.8660254037844386,0.5000000000000001,0,0,63.0,17.0,61.0,700.0,53.0,10.9,1016.6,-10.6,0.0,3.5,33.0,14.0,40.0,500.0,78.0,12.7,1015.9,-11.8,0.0,2.6,175.0,64.0,135.0,2000.0,4.0,11.7,1013.5,-12.6,0.0,0.9
94,2013,3,4,21,40.0,85.0,40.0,76.0,800.0,39.0,8.4,1016.9,-10.0,0.0,SSW,2.1,Aotizhongxin,2013-03-04 21:00:00,22.333333333333332,Moderate,-0.7071067811865477,0.7071067811865474,0,0,84.0,18.0,76.0,800.0,40.0,9.9,1016.9,-10.3,0.0,3.1,44.0,13.0,43.0,600.0,75.0,11.6,1016.5,-11.3,0.0,3.4,181.0,28.0,100.0,1100.0,5.0,5.3,1013.6,-10.9,0.0,0.0
95,2013,3,4,22,51.0,91.0,46.0,85.0,1000.0,31.0,8.6,1016.3,-9.9,0.0,SSW,2.4,Aotizhongxin,2013-03-04 22:00:00,22.208333333333332,Moderate,-0.5000000000000004,0.8660254037844384,0,0,85.0,40.0,76.0,800.0,39.0,8.4,1016.9,-10.0,0.0,2.1,63.0,17.0,61.0,700.0,53.0,10.9,1016.6,-10.6,0.0,3.5,105.0,28.0,90.0,1200.0,2.0,3.1,1014.1,-10.2,0.0,1.8
96,2013,3,4,23,58.0,94.0,46.0,86.0,1100.0,84.0,7.7,1015.7,-9.3,0.0,SW,2.1,Aotizhongxin,2013-03-04 23:00:00,22.708333333333332,Moderate,-0.25881904510252157,0.9659258262890681,0,0,91.0,46.0,85.0,1000.0,31.0,8.6,1016.3,-9.9,0.0,2.4,84.0,18.0,76.0,800.0,40.0,9.9,1016.9,-10.3,0.0,3.1,94.0,29.0,84.0,1200.0,2.0,5.2,1014.8,-10.6,0.0,1.7
97,2013,3,5,0,71.0,108.0,66.0,78.0,1100.0,84.0,4.7,1015.2,-9.1,0.0,SW,1.6,Aotizhongxin,2013-03-05 00:00:00,23.916666666666668,Moderate,0.0,1.0,1,0,94.0,46.0,86.0,1100.0,84.0,7.7,1015.7,-9.3,0.0,2.1,85.0,40.0,76.0,800.0,39.0,8.4,1016.9,-10.0,0.0,2.1,83.0,51.0,86.0,1300.0,4.0,7.7,1015.7,-11.1,0.0,2.6
98,2013,3,5,1,91.0,127.0,75.0,75.0,1200.0,84.0,1.1,1014.7,-7.9,0.0,SW,0.0,Aotizhongxin,2013-03-05 01:00:00,25.666666666666668,Moderate,0.25881904510252074,0.9659258262890683,1,0,108.0,66.0,78.0,1100.0,84.0,4.7,1015.2,-9.1,0.0,1.6,91.0,46.0,85.0,1000.0,31.0,8.6,1016.3,-9.9,0.0,2.4,80.0,39.0,64.0,1000.0,25.0,8.2,1016.7,-11.7,0.0,2.8
99,2013,3,5,2,100.0,129.0,58.0,79.0,1200.0,84.0,-0.6,1014.4,-8.1,0.0,S,0.0,Aotizhongxin,2013-03-05 02:00:00,28.416666666666668,Moderate,0.49999999999999994,0.8660254037844387,1,0,127.0,75.0,75.0,1200.0,84.0,1.1,1014.7,-7.9,0.0,0.0,94.0,46.0,86.0,1100.0,84.0,7.7,1015.7,-9.3,0.0,2.1,62.0,,14.0,300.0,68.0,8.1,1016.7,-11.8,0.0,4.3
100,2013,3,5,3,103.0,130.0,66.0,83.0,1399.0,84.0,0.2,1014.0,-8.8,0.0,NE,1.2,Aotizhongxin,2013-03-05 03:00:00,32.208333333333336,Moderate,0.7071067811865476,0.7071067811865476,1,0,129.0,58.0,79.0,1200.0,84.0,-0.6,1014.4,-8.1,0.0,0.0,108.0,66.0,78.0,1100.0,84.0,4.7,1015.2,-9.1,0.0,1.6,34.0,6.0,12.0,,77.0,7.2,1016.9,-11.6,0.0,2.8
